DATE,IMF1
2015/9/27 0:00,-46.73022993
2015/9/28 0:00,-40.90175289
2015/9/29 0:00,-33.91688191
2015/9/30 0:00,-25.95915427
2015/10/1 0:00,-17.21210721
2015/10/2 0:00,-7.86504267
2015/10/3 0:00,1.866230985
2015/10/4 0:00,11.74634992
2015/10/5 0:00,21.53650258
2015/10/6 0:00,30.99787743
2015/10/7 0:00,39.89166293
2015/10/8 0:00,47.97904752
2015/10/9 0:00,55.02121966
2015/10/10 0:00,60.7793678
2015/10/11 0:00,65.01468041
2015/10/12 0:00,67.48834594
2015/10/13 0:00,67.96155283
2015/10/14 0:00,66.24532329
2015/10/15 0:00,62.3896958
2015/10/16 0:00,56.65326803
2015/10/17 0:00,49.334319
2015/10/18 0:00,40.73112774
2015/10/19 0:00,31.14197328
2015/10/20 0:00,20.86513464
2015/10/21 0:00,10.19889084
2015/10/22 0:00,-0.558479085
2015/10/23 0:00,-11.10869612
2015/10/24 0:00,-21.15830491
2015/10/25 0:00,-30.43523604
2015/10/26 0:00,-38.67700858
2015/10/27 0:00,-45.60883237
2015/10/28 0:00,-50.95231716
2015/10/29 0:00,-54.4763429
2015/10/30 0:00,-56.1388703
2015/10/31 0:00,-55.98241506
2015/11/1 0:00,-54.19859444
2015/11/2 0:00,-51.01616023
2015/11/3 0:00,-46.66382668
2015/11/4 0:00,-41.37030803
2015/11/5 0:00,-35.3664081
2015/11/6 0:00,-28.89128894
2015/11/7 0:00,-22.16817056
2015/11/8 0:00,-15.34814648
2015/11/9 0:00,-8.564278622
2015/11/10 0:00,-1.949628888
2015/11/11 0:00,4.362740807
2015/11/12 0:00,10.23976855
2015/11/13 0:00,15.54839244
2015/11/14 0:00,20.15555056
2015/11/15 0:00,23.928181
2015/11/16 0:00,26.77207682
2015/11/17 0:00,28.748451
2015/11/18 0:00,29.95838423
2015/11/19 0:00,30.5070081
2015/11/20 0:00,30.50093004
2015/11/21 0:00,30.04860978
2015/11/22 0:00,29.25897013
2015/11/23 0:00,28.2409339
2015/11/24 0:00,27.1034239
2015/11/25 0:00,25.93693406
2015/11/26 0:00,24.75824277
2015/11/27 0:00,23.56569956
2015/11/28 0:00,22.35765394
2015/11/29 0:00,21.13245543
2015/11/30 0:00,19.88845355
2015/12/1 0:00,18.6239978
2015/12/2 0:00,17.33743771
2015/12/3 0:00,16.01866487
2015/12/4 0:00,14.6334183
2015/12/5 0:00,13.17769566
2015/12/6 0:00,11.65717369
2015/12/7 0:00,10.07752916
2015/12/8 0:00,8.444438856
2015/12/9 0:00,6.763579529
2015/12/10 0:00,5.04062795
2015/12/11 0:00,3.281260886
2015/12/12 0:00,1.491155104
2015/12/13 0:00,-0.318253086
2015/12/14 0:00,-2.107821722
2015/12/15 0:00,-3.813979363
2015/12/16 0:00,-5.368487083
2015/12/17 0:00,-6.703105958
2015/12/18 0:00,-7.749597063
2015/12/19 0:00,-8.439721472
2015/12/20 0:00,-8.70524026
2015/12/21 0:00,-8.496339406
